real_estate_type,district,governorate,area_m2,bedrooms_number,bathrooms_number,price,general_district,apartment_configuration,bathroom_bedroom_ratio,price_per_sq_m_2
Apartment,Beta Greens - Mostakbal City,Cairo,133.0,3,2,10500000.0,Mostakbal City,3 - 2,0.67,78947.37
Apartment,South of Academy - 5th Settlement - New Cairo,Cairo,210.0,3,2,6900000.0,5th settlement,3 - 2,0.67,32857.14
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,172.0,3,3,5704000.0,5th settlement,3 - 3,1.0,33162.79
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,207.0,3,3,14000000.0,5th settlement,3 - 3,1.0,67632.85
Apartment,Lake view Residence Compound - 5th Settlement - New Cairo,Cairo,144.0,2,2,11000000.0,5th settlement,2 - 2,1.0,76388.89
Apartment,Zed East Compound - 6th Settlement - New Cairo,Cairo,139.0,2,1,10938906.0,6th settlement,2 - 1,0.5,78697.17
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,186.0,3,3,12000000.0,5th settlement,3 - 3,1.0,64516.13
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,161.0,3,2,9600000.0,5th settlement,3 - 2,0.67,59627.33
Apartment,Madinaty,Cairo,96.0,2,2,5150000.0,Madinaty,2 - 2,1.0,53645.83
Apartment,90 Avenue Compound - 5th Settlement - New Cairo,Cairo,134.0,2,2,10000000.0,5th settlement,2 - 2,1.0,74626.87
Apartment,Valore Sheraton - Sheraton,Cairo,128.0,2,2,12000000.0,Sheraton,2 - 2,1.0,93750.0
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,128.0,2,2,10125000.0,5th settlement,2 - 2,1.0,79101.56
Apartment,New Andalous - 5th Settlement - New Cairo,Cairo,146.0,3,3,2950000.0,5th settlement,3 - 3,1.0,20205.48
Apartment,90 Avenue Compound - 5th Settlement - New Cairo,Cairo,164.0,2,2,8250000.0,5th settlement,2 - 2,1.0,50304.88
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,139.0,3,2,6500000.0,5th settlement,3 - 2,0.67,46762.59
Apartment,New Cairo,Cairo,97.0,2,2,6500000.0,Other,2 - 2,1.0,67010.31
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,116.0,2,2,11900000.0,5th settlement,2 - 2,1.0,102586.21
Apartment,The Icon Residence Compound - 5th Settlement - New Cairo,Cairo,175.0,3,2,5250000.0,5th settlement,3 - 2,0.67,30000.0
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,130.0,2,2,7893000.0,5th settlement,2 - 2,1.0,60715.38
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,165.0,3,3,7320000.0,5th settlement,3 - 3,1.0,44363.64
Apartment,Bloomfields - Mostakbal City,Cairo,153.0,2,3,3950000.0,Mostakbal City,2 - 3,1.5,25816.99
Apartment,El Lotus - 5th Settlement - New Cairo,Cairo,198.0,4,3,5645000.0,5th settlement,4 - 3,0.75,28510.1
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,126.0,2,2,6370000.0,1st settlement,2 - 2,1.0,50555.56
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,169.0,3,3,10380000.0,1st settlement,3 - 3,1.0,61420.12
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,175.0,3,2,4000000.0,5th settlement,3 - 2,0.67,22857.14
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,143.0,3,3,4366000.0,5th settlement,3 - 3,1.0,30531.47
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,130.0,2,2,5300000.0,1st settlement,2 - 2,1.0,40769.23
Apartment,Beit Al Watan - 5th Settlement - New Cairo,Cairo,240.0,4,3,6152000.0,5th settlement,4 - 3,0.75,25633.33
Apartment,Stoda Residence - Sheraton,Cairo,199.0,3,3,12000000.0,Sheraton,3 - 3,1.0,60301.51
Apartment,Trio Gardens Compound - 5th Settlement - New Cairo,Cairo,145.0,2,3,16299000.0,5th settlement,2 - 3,1.5,112406.9
Apartment,Shorouk City,Cairo,175.0,3,2,3500000.0,Shorouk City,3 - 2,0.67,20000.0
Apartment,Shorouk City,Cairo,120.0,3,1,2250000.0,Shorouk City,3 - 1,0.33,18750.0
Apartment,Madinaty,Cairo,156.0,3,3,8500000.0,Madinaty,3 - 3,1.0,54487.18
Apartment,Sarai - Mostakbal City,Cairo,128.0,2,3,4500000.0,Mostakbal City,2 - 3,1.5,35156.25
Apartment,Stone Residence Compound - Katameya,Cairo,200.0,3,3,7500000.0,Katameya,3 - 3,1.0,37500.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,72.0,1,1,6000000.0,1st settlement,1 - 1,1.0,83333.33
Apartment,Beit Al Watan - 5th Settlement - New Cairo,Cairo,198.0,3,3,4750000.0,5th settlement,3 - 3,1.0,23989.9
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,10900000.0,5th settlement,3 - 3,1.0,68125.0
Apartment,Maadi View - Shorouk City,Cairo,138.0,3,2,6512881.0,Shorouk City,3 - 2,0.67,47194.79
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,172.0,3,2,15067500.0,5th settlement,3 - 2,0.67,87601.74
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,160.0,3,3,4700000.0,5th settlement,3 - 3,1.0,29375.0
Apartment,Madinaty,Cairo,234.0,4,4,11500000.0,Madinaty,4 - 4,1.0,49145.3
Apartment,City Oval - New Capital City,Cairo,163.0,3,2,3936025.0,New Capital City,3 - 2,0.67,24147.39
Apartment,Sheraton,Cairo,86.0,2,1,4000000.0,Sheraton,2 - 1,0.5,46511.63
Apartment,Abasiya,Cairo,120.0,3,1,2200000.0,Abasiya,3 - 1,0.33,18333.33
Apartment,Aliva mostakbal city - Mostakbal City,Cairo,125.0,3,2,6630000.0,Mostakbal City,3 - 2,0.67,53040.0
Apartment,Noor City - New Capital City,Cairo,123.0,3,2,6223600.0,New Capital City,3 - 2,0.67,50598.37
Apartment,Stoda Residence - Sheraton,Cairo,168.0,3,2,10000000.0,Sheraton,3 - 2,0.67,59523.81
Apartment,Madinaty,Cairo,96.0,2,2,5800000.0,Madinaty,2 - 2,1.0,60416.67
Apartment,Sarai - Mostakbal City,Cairo,158.0,3,2,3850000.0,Mostakbal City,3 - 2,0.67,24367.09
Apartment,Nasr City,Cairo,219.0,3,2,4250000.0,Nasr City,3 - 2,0.67,19406.39
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,133.0,2,2,8200000.0,5th settlement,2 - 2,1.0,61654.14
Apartment,El Banafseg 12 - 1st Settlement - New Cairo,Cairo,250.0,3,3,9000000.0,1st settlement,3 - 3,1.0,36000.0
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,150.0,2,2,7400000.0,5th settlement,2 - 2,1.0,49333.33
Apartment,One Kattameya - Katameya,Cairo,89.0,2,1,2600000.0,Katameya,2 - 1,0.5,29213.48
Apartment,The Brooks Compound - Katameya,Cairo,130.0,2,2,3000000.0,Katameya,2 - 2,1.0,23076.92
Apartment,Madinaty,Cairo,96.0,2,2,4100000.0,Madinaty,2 - 2,1.0,42708.33
Apartment,Nasr City,Cairo,180.0,3,3,4500000.0,Nasr City,3 - 3,1.0,25000.0
Apartment,Mohammed Naguib Axis - New Cairo,Cairo,115.0,2,1,4418000.0,Other,2 - 1,0.5,38417.39
Apartment,Mohammed Naguib Axis - New Cairo,Cairo,115.0,2,1,4420000.0,Other,2 - 1,0.5,38434.78
Apartment,Stoda Residence - Sheraton,Cairo,193.0,3,3,12000000.0,Sheraton,3 - 3,1.0,62176.17
Apartment,Eastown Compound - 5th Settlement - New Cairo,Cairo,189.0,3,2,17500000.0,5th settlement,3 - 2,0.67,92592.59
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,129.0,2,2,5000000.0,1st settlement,2 - 2,1.0,38759.69
Apartment,Tiba Rose - New Cairo,Cairo,165.0,3,2,3400000.0,Other,3 - 2,0.67,20606.06
Apartment,5th Settlement - New Cairo,Cairo,191.0,3,3,13000000.0,5th settlement,3 - 3,1.0,68062.83
Apartment,New Cairo,Cairo,191.0,3,2,13000000.0,Other,3 - 2,0.67,68062.83
Apartment,Boutique Village Compound - 5th Settlement - New Cairo,Cairo,115.0,2,1,7300000.0,5th settlement,2 - 1,0.5,63478.26
Apartment,Bloomfields - Mostakbal City,Cairo,184.0,3,3,14600000.0,Mostakbal City,3 - 3,1.0,79347.83
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,210.0,3,3,14300000.0,5th settlement,3 - 3,1.0,68095.24
Apartment,Mountain View Hyde Park Compound - 5th Settlement - New Cairo,Cairo,199.0,3,3,9500000.0,5th settlement,3 - 3,1.0,47738.69
Apartment,Galleria Compound - 5th Settlement - New Cairo,Cairo,133.0,2,3,9000000.0,5th settlement,2 - 3,1.5,67669.17
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,151.0,3,3,16525000.0,5th settlement,3 - 3,1.0,109437.09
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,139.0,3,3,15215000.0,5th settlement,3 - 3,1.0,109460.43
Apartment,One Kattameya - Katameya,Cairo,128.0,2,2,4500000.0,Katameya,2 - 2,1.0,35156.25
Apartment,New Cairo,Cairo,118.0,3,2,6000000.0,Other,3 - 2,0.67,50847.46
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,140.0,3,2,7502000.0,5th settlement,3 - 2,0.67,53585.71
Apartment,Zed East Compound - 6th Settlement - New Cairo,Cairo,108.0,2,2,6485000.0,6th settlement,2 - 2,1.0,60046.3
Apartment,Madinaty,Cairo,135.0,3,2,6900000.0,Madinaty,3 - 2,0.67,51111.11
Apartment,Eastown Compound - 5th Settlement - New Cairo,Cairo,189.0,3,3,17000000.0,5th settlement,3 - 3,1.0,89947.09
Apartment,Haptown - Mostakbal City,Cairo,177.0,3,3,11565273.0,Mostakbal City,3 - 3,1.0,65340.53
Apartment,Akoya Compound - 5th Settlement - New Cairo,Cairo,172.0,3,2,9500000.0,5th settlement,3 - 2,0.67,55232.56
Apartment,Mountain View Hyde Park Compound - 5th Settlement - New Cairo,Cairo,134.0,2,2,8100000.0,5th settlement,2 - 2,1.0,60447.76
Apartment,Celia - New Capital City,Cairo,80.0,1,1,6000000.0,New Capital City,1 - 1,1.0,75000.0
Apartment,Beit Al Watan - 5th Settlement - New Cairo,Cairo,178.0,3,2,4700000.0,5th settlement,3 - 2,0.67,26404.49
Apartment,5th Settlement - New Cairo,Cairo,160.0,3,3,2700000.0,5th settlement,3 - 3,1.0,16875.0
Apartment,5th Settlement - New Cairo,Cairo,165.0,3,3,4000000.0,5th settlement,3 - 3,1.0,24242.42
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,130.0,2,2,5500000.0,5th settlement,2 - 2,1.0,42307.69
Apartment,Degla Landmark Compound - Nasr City,Cairo,135.0,3,2,2600000.0,Nasr City,3 - 2,0.67,19259.26
Apartment,Eastown Compound - 5th Settlement - New Cairo,Cairo,156.0,2,3,11000000.0,5th settlement,2 - 3,1.5,70512.82
Apartment,Blue Vert - New Capital City,Cairo,140.0,3,2,6037000.0,New Capital City,3 - 2,0.67,43121.43
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,130.0,2,2,13000000.0,5th settlement,2 - 2,1.0,100000.0
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,5900000.0,5th settlement,3 - 3,1.0,36875.0
Apartment,El Patio Vida - New Cairo,Cairo,168.0,3,2,14620000.0,Other,3 - 2,0.67,87023.81
Apartment,Village Gate Compound - 5th Settlement - New Cairo,Cairo,81.0,1,1,5800000.0,5th settlement,1 - 1,1.0,71604.94
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,234.0,3,2,7722000.0,5th settlement,3 - 2,0.67,33000.0
Apartment,El Patio Vida - New Cairo,Cairo,158.0,3,2,13590000.0,Other,3 - 2,0.67,86012.66
Apartment,90 Avenue Compound - 5th Settlement - New Cairo,Cairo,188.0,3,3,10000000.0,5th settlement,3 - 3,1.0,53191.49
Apartment,New Cairo,Cairo,80.0,2,1,2400000.0,Other,2 - 1,0.5,30000.0
Apartment,Madinaty,Cairo,107.0,2,1,4600000.0,Madinaty,2 - 1,0.5,42990.65
Apartment,Eastown Compound - 5th Settlement - New Cairo,Cairo,191.0,3,3,15500000.0,5th settlement,3 - 3,1.0,81151.83
Apartment,Crystal Plaza - Zahraa Al Maadi,Cairo,130.0,2,2,3000000.0,Zahraa Al Maadi,2 - 2,1.0,23076.92
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,185.0,3,2,4000000.0,5th settlement,3 - 2,0.67,21621.62
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,170.0,3,2,6500000.0,5th settlement,3 - 2,0.67,38235.29
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,165.0,3,3,14350000.0,5th settlement,3 - 3,1.0,86969.7
Apartment,4th District - 5th Settlement - New Cairo,Cairo,165.0,3,2,3200000.0,5th settlement,3 - 2,0.67,19393.94
Apartment,The Square Compound - 5th Settlement - New Cairo,Cairo,165.0,3,3,8500000.0,5th settlement,3 - 3,1.0,51515.15
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,212.0,4,4,11000000.0,5th settlement,4 - 4,1.0,51886.79
Apartment,Privado - Madinaty,Cairo,84.0,2,1,3544000.0,Madinaty,2 - 1,0.5,42190.48
Apartment,Mirage City Compound - 1st Settlement - New Cairo,Cairo,200.0,3,3,6000000.0,1st settlement,3 - 3,1.0,30000.0
Apartment,90 Avenue Compound - 5th Settlement - New Cairo,Cairo,185.0,3,2,14100000.0,5th settlement,3 - 2,0.67,76216.22
Apartment,90 Avenue Compound - 5th Settlement - New Cairo,Cairo,185.0,3,2,14720000.0,5th settlement,3 - 2,0.67,79567.57
Apartment,Degla View - Mokattam,Cairo,101.0,2,1,3500000.0,Mokattam,2 - 1,0.5,34653.47
Apartment,Granda Life - Shorouk City,Cairo,143.0,3,2,6500000.0,Shorouk City,3 - 2,0.67,45454.55
Apartment,Madinaty,Cairo,67.0,1,1,5700000.0,Madinaty,1 - 1,1.0,85074.63
Apartment,Ashrafeya Compound - 5th Settlement - New Cairo,Cairo,120.0,2,2,5000000.0,5th settlement,2 - 2,1.0,41666.67
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,139.0,2,2,14140000.0,5th settlement,2 - 2,1.0,101726.62
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,132.0,2,2,12450000.0,5th settlement,2 - 2,1.0,94318.18
Apartment,One Kattameya - Katameya,Cairo,77.0,2,1,2300000.0,Katameya,2 - 1,0.5,29870.13
Apartment,Hyde Park Central - New Cairo,Cairo,150.0,3,3,9500000.0,Other,3 - 3,1.0,63333.33
Apartment,Al Maqsad - New Capital City,Cairo,174.0,3,3,5342000.0,New Capital City,3 - 3,1.0,30701.15
Apartment,Madinaty,Cairo,84.0,2,1,10200000.0,Madinaty,2 - 1,0.5,121428.57
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,160.0,3,2,9900000.0,5th settlement,3 - 2,0.67,61875.0
Apartment,Valore Sheraton - Sheraton,Cairo,146.0,3,2,13000000.0,Sheraton,3 - 2,0.67,89041.1
Apartment,Nasr City,Cairo,230.0,3,2,4500000.0,Nasr City,3 - 2,0.67,19565.22
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,140.0,3,3,7500000.0,5th settlement,3 - 3,1.0,53571.43
Apartment,Madinaty,Cairo,112.0,3,2,4550000.0,Madinaty,3 - 2,0.67,40625.0
Apartment,Al Maqsad - New Capital City,Cairo,168.0,3,3,7183410.0,New Capital City,3 - 3,1.0,42758.39
Apartment,Bloomfields - Mostakbal City,Cairo,75.0,1,1,6321000.0,Mostakbal City,1 - 1,1.0,84280.0
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,120.0,2,2,10000000.0,5th settlement,2 - 2,1.0,83333.33
Apartment,6th Settlement - New Cairo,Cairo,79.0,1,2,6000000.0,6th settlement,1 - 2,2.0,75949.37
Apartment,Nasr City,Cairo,155.0,3,2,4500000.0,Nasr City,3 - 2,0.67,29032.26
Apartment,El Banafseg 1 - 1st Settlement - New Cairo,Cairo,180.0,3,2,7300000.0,1st settlement,3 - 2,0.67,40555.56
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,115.0,2,3,4950000.0,5th settlement,2 - 3,1.5,43043.48
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,207.0,3,3,6930000.0,5th settlement,3 - 3,1.0,33478.26
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,155.0,3,2,10500000.0,5th settlement,3 - 2,0.67,67741.94
Apartment,Darb al-Ahmar,Cairo,120.0,4,2,1350000.0,Darb Al-Ahmar,4 - 2,0.5,11250.0
Apartment,Downtown Cairo,Cairo,145.0,3,1,2200000.0,Downtown Cairo,3 - 1,0.33,15172.41
Apartment,Al Burouj - Shorouk City,Cairo,132.0,3,2,5700000.0,Shorouk City,3 - 2,0.67,43181.82
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,148.0,1,2,8750000.0,5th settlement,1 - 2,2.0,59121.62
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,143.0,2,3,5900000.0,5th settlement,2 - 3,1.5,41258.74
Apartment,Madinaty,Cairo,135.0,3,2,6700000.0,Madinaty,3 - 2,0.67,49629.63
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,180.0,3,3,3960000.0,5th settlement,3 - 3,1.0,22000.0
Apartment,El Lotus - 5th Settlement - New Cairo,Cairo,228.0,3,3,6042000.0,5th settlement,3 - 3,1.0,26500.0
Apartment,The Square Compound - 5th Settlement - New Cairo,Cairo,165.0,3,3,7000000.0,5th settlement,3 - 3,1.0,42424.24
Apartment,Beta Greens - Mostakbal City,Cairo,163.0,3,3,10900000.0,Mostakbal City,3 - 3,1.0,66871.17
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,175.0,3,3,8700000.0,5th settlement,3 - 3,1.0,49714.29
Apartment,5th Settlement - New Cairo,Cairo,133.0,2,3,6900000.0,5th settlement,2 - 3,1.5,51879.7
Apartment,1st Settlement - New Cairo,Cairo,117.0,2,2,9000000.0,1st settlement,2 - 2,1.0,76923.08
Apartment,Heliopolis,Cairo,120.0,2,2,4200000.0,Heliopolis,2 - 2,1.0,35000.0
Apartment,Capital Gardens - Mostakbal City,Cairo,198.0,3,4,6000000.0,Mostakbal City,3 - 4,1.33,30303.03
Apartment,Hyde Park Central - New Cairo,Cairo,122.0,2,2,9000000.0,Other,2 - 2,1.0,73770.49
Apartment,Stoda Residence - Sheraton,Cairo,154.0,3,3,7500000.0,Sheraton,3 - 3,1.0,48701.3
Apartment,Stoda Residence - Sheraton,Cairo,198.0,3,3,10100000.0,Sheraton,3 - 3,1.0,51010.1
Apartment,Stoda Residence - Sheraton,Cairo,154.0,3,3,11100000.0,Sheraton,3 - 3,1.0,72077.92
Apartment,Madinaty,Cairo,175.0,3,3,11000000.0,Madinaty,3 - 3,1.0,62857.14
Apartment,Madinaty,Cairo,155.0,3,2,7500000.0,Madinaty,3 - 2,0.67,48387.1
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,200.0,4,3,10200000.0,5th settlement,4 - 3,0.75,51000.0
Apartment,Nasr City,Cairo,198.0,3,2,3900000.0,Nasr City,3 - 2,0.67,19696.97
Apartment,Lake view Residence Compound - 5th Settlement - New Cairo,Cairo,140.0,2,2,14000000.0,5th settlement,2 - 2,1.0,100000.0
Apartment,Valore Sheraton - Sheraton,Cairo,175.0,3,3,5000000.0,Sheraton,3 - 3,1.0,28571.43
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,139.0,2,2,9000000.0,5th settlement,2 - 2,1.0,64748.2
Apartment,Valore Sheraton - Sheraton,Cairo,156.0,3,2,10000000.0,Sheraton,3 - 2,0.67,64102.56
Apartment,Heliopolis,Cairo,250.0,4,3,7000000.0,Heliopolis,4 - 3,0.75,28000.0
Apartment,Celia - New Capital City,Cairo,80.0,1,1,4300000.0,New Capital City,1 - 1,1.0,53750.0
Apartment,OIA - New Capital City,Cairo,130.0,2,3,6442000.0,New Capital City,2 - 3,1.5,49553.85
Apartment,El Fostat,Cairo,150.0,3,2,5800000.0,El Fostat,3 - 2,0.67,38666.67
Apartment,Noor City - New Capital City,Cairo,96.0,2,1,5414160.0,New Capital City,2 - 1,0.5,56397.5
Apartment,Sarai - Mostakbal City,Cairo,150.0,3,3,4200000.0,Mostakbal City,3 - 3,1.0,28000.0
Apartment,Sarai - Mostakbal City,Cairo,182.0,3,3,5500000.0,Mostakbal City,3 - 3,1.0,30219.78
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,166.0,3,3,9500000.0,5th settlement,3 - 3,1.0,57228.92
Apartment,Tijan 2 - Zahraa Al Maadi,Cairo,180.0,3,2,4000000.0,Zahraa Al Maadi,3 - 2,0.67,22222.22
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,166.0,3,3,8000000.0,5th settlement,3 - 3,1.0,48192.77
Apartment,Shorouk City,Cairo,200.0,3,3,6700000.0,Shorouk City,3 - 3,1.0,33500.0
Apartment,Solana east - 5th Settlement - New Cairo,Cairo,130.0,2,2,15000000.0,5th settlement,2 - 2,1.0,115384.62
Apartment,Al Andalous - 5th Settlement - New Cairo,Cairo,170.0,3,2,3000000.0,5th settlement,3 - 2,0.67,17647.06
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,172.0,3,3,15850180.0,5th settlement,3 - 3,1.0,92152.21
Apartment,New Garden City - New Capital City,Cairo,118.0,1,1,9735000.0,New Capital City,1 - 1,1.0,82500.0
Apartment,Sarai - Mostakbal City,Cairo,132.0,3,2,7514270.0,Mostakbal City,3 - 2,0.67,56926.29
Apartment,New Capital City,Cairo,145.0,3,2,6000000.0,New Capital City,3 - 2,0.67,41379.31
Apartment,Beit Al Watan - 5th Settlement - New Cairo,Cairo,215.0,3,3,3000000.0,5th settlement,3 - 3,1.0,13953.49
Apartment,Madinaty,Cairo,107.0,3,2,5500000.0,Madinaty,3 - 2,0.67,51401.87
Apartment,Uptown Cairo - Mokattam,Cairo,144.0,2,2,15000000.0,Mokattam,2 - 2,1.0,104166.67
Apartment,Al Burouj - Shorouk City,Cairo,140.0,3,3,7145236.0,Shorouk City,3 - 3,1.0,51037.4
Apartment,Capital Gardens - Mostakbal City,Cairo,204.0,3,4,6000000.0,Mostakbal City,3 - 4,1.33,29411.76
Apartment,Madinaty,Cairo,116.0,3,2,6550000.0,Madinaty,3 - 2,0.67,56465.52
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,159.0,3,2,9000000.0,5th settlement,3 - 2,0.67,56603.77
Apartment,Al Ashrafiya - 1st Settlement - New Cairo,Cairo,107.0,2,1,4500000.0,1st settlement,2 - 1,0.5,42056.07
Apartment,Stoda Residence - Sheraton,Cairo,138.0,2,2,10500000.0,Sheraton,2 - 2,1.0,76086.96
Apartment,5th Settlement - New Cairo,Cairo,116.0,2,2,3100000.0,5th settlement,2 - 2,1.0,26724.14
Apartment,Zed East Compound - 6th Settlement - New Cairo,Cairo,132.0,2,3,16044948.0,6th settlement,2 - 3,1.5,121552.64
Apartment,Armonia - New Capital City,Cairo,112.0,2,2,6600000.0,New Capital City,2 - 2,1.0,58928.57
Apartment,Sarai - Mostakbal City,Cairo,154.0,3,2,7152000.0,Mostakbal City,3 - 2,0.67,46441.56
Apartment,Capital Gardens - Mostakbal City,Cairo,155.0,2,3,5000000.0,Mostakbal City,2 - 3,1.5,32258.06
Apartment,Celia - New Capital City,Cairo,174.0,3,3,10700000.0,New Capital City,3 - 3,1.0,61494.25
Apartment,Zizinia El Mostakbal - Mostakbal City,Cairo,125.0,2,2,2550000.0,Mostakbal City,2 - 2,1.0,20400.0
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,155.0,2,2,8500000.0,5th settlement,2 - 2,1.0,54838.71
Apartment,Al Narges - 5th Settlement - New Cairo,Cairo,156.0,3,3,4880000.0,5th settlement,3 - 3,1.0,31282.05
Apartment,Madinaty,Cairo,145.0,3,3,8300000.0,Madinaty,3 - 3,1.0,57241.38
Apartment,Uptown Cairo - Mokattam,Cairo,198.0,3,3,17250000.0,Mokattam,3 - 3,1.0,87121.21
Apartment,Beit Al Watan - 5th Settlement - New Cairo,Cairo,191.0,3,3,4211000.0,5th settlement,3 - 3,1.0,22047.12
Apartment,Haptown - Mostakbal City,Cairo,168.0,3,3,15506796.0,Mostakbal City,3 - 3,1.0,92302.36
Apartment,Madinaty,Cairo,115.0,2,2,9500776.0,Madinaty,2 - 2,1.0,82615.44
Apartment,Sarai - Mostakbal City,Cairo,130.0,3,2,9200000.0,Mostakbal City,3 - 2,0.67,70769.23
Apartment,Madinaty,Cairo,116.0,3,2,5150000.0,Madinaty,3 - 2,0.67,44396.55
Apartment,Madinaty,Cairo,167.0,3,3,10000000.0,Madinaty,3 - 3,1.0,59880.24
Apartment,Madinaty,Cairo,200.0,4,3,11000000.0,Madinaty,4 - 3,0.75,55000.0
Apartment,Sarai - Mostakbal City,Cairo,158.0,3,3,8100000.0,Mostakbal City,3 - 3,1.0,51265.82
Apartment,The Icon Residence Compound - 5th Settlement - New Cairo,Cairo,160.0,3,2,8695000.0,5th settlement,3 - 2,0.67,54343.75
Apartment,Stone Residence Compound - Katameya,Cairo,221.0,3,3,7175000.0,Katameya,3 - 3,1.0,32466.06
Apartment,Madinaty,Cairo,89.0,2,2,3750000.0,Madinaty,2 - 2,1.0,42134.83
Apartment,Moon Valley Compound - 5th Settlement - New Cairo,Cairo,145.0,3,2,10650000.0,5th settlement,3 - 2,0.67,73448.28
Apartment,New Narges - 5th Settlement - New Cairo,Cairo,153.0,3,2,5500000.0,5th settlement,3 - 2,0.67,35947.71
Apartment,Mountain View Hyde Park Compound - 5th Settlement - New Cairo,Cairo,133.0,2,1,9000000.0,5th settlement,2 - 1,0.5,67669.17
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,128.0,3,3,15000000.0,5th settlement,3 - 3,1.0,117187.5
Apartment,5th Settlement - New Cairo,Cairo,125.0,2,2,4700000.0,5th settlement,2 - 2,1.0,37600.0
Apartment,Nasr City,Cairo,210.0,3,2,5000000.0,Nasr City,3 - 2,0.67,23809.52
Apartment,Mountain View 1 Compound - 1st Settlement - New Cairo,Cairo,188.0,3,3,8400000.0,1st settlement,3 - 3,1.0,44680.85
Apartment,Madinaty,Cairo,165.0,3,3,8000000.0,Madinaty,3 - 3,1.0,48484.85
Apartment,Mountain View Hyde Park Compound - 5th Settlement - New Cairo,Cairo,199.0,3,3,10500000.0,5th settlement,3 - 3,1.0,52763.82
Apartment,R8 - New Capital City,Cairo,100.0,2,2,6975000.0,New Capital City,2 - 2,1.0,69750.0
Apartment,R8 - New Capital City,Cairo,125.0,2,2,5720000.0,New Capital City,2 - 2,1.0,45760.0
Apartment,Degla Landmark Compound - Nasr City,Cairo,121.0,2,1,1950000.0,Nasr City,2 - 1,0.5,16115.7
Apartment,Al Maqsad - New Capital City,Cairo,121.0,3,2,5130000.0,New Capital City,3 - 2,0.67,42396.69
